"Distance","#","","PID","Status","Address","Zip","County/City","Prop Type","Type","# Bedrooms","Fin SF","Total Baths","Year Built","List Price","Sales Price","Days On Market","Sales Date","New/Resale","Sold Terms","Owned By"
"3.9 mi","501","2120871","7768-65-7966","CLOSD","12175 Cedar LN","23005","Hanover","Residential","Single Family Residence","4","3,396","3.1","1968","$469,950","$476,000","11","08/24/2021","Resale (occupied at least once)","Conventional","Individuals"
"3.1 mi","501","2109373","7778-74-2783","CLOSD","11340 Scots Hill TER","23059","Hanover","Residential","Single Family Residence","5","3,862","4.1","2006","$469,950","$479,500","13","06/29/2021","Resale (occupied at least once)","Conventional","Individuals"
"4.1 mi","501","1820270","7850-93-9748","CLOSD","13201 Robinson Forest Trail RD","23005","Hanover","Residential","Single Family Residence","3","3,190","3.1","1999","$469,950","$444,600","117","11/09/2018","Resale (occupied at least once)","Cash","Individuals"
"1.6 mi","501","2117739","7870-88-1812","CLOSD","13915 Stanley Park DR","23005","Hanover","Residential","Single Family Residence","3","2,249","2.0","2016","$470,000","$465,000","8","07/23/2021","Resale (occupied at least once)","Conventional","Individuals"
"1.4 mi","501","2008368","7870-55-5863","CLOSD","315 Hillsway DR","23005","Hanover","Residential","Single Family Residence","4","2,853","2.1","2010","$470,000","$470,000","108","08/14/2020","Resale (occupied at least once)","Conventional","Individuals"
"3.2 mi","501","2026874","7890-74-3940","CLOSD","13101 La Reine CT","23005","Hanover","Residential","Single Family Residence","3","2,025","2.1","2020","$471,252","$484,312","0","06/04/2021","New (never occupied)","Conventional","Corporate"
"2.5 mi","501","2029677","7799-38-9375","CLOSD","12421 North Oaks DR","23005","Hanover","Residential","Single Family Residence","4","3,482","3.1","1997","$472,500","$472,500","5","11/18/2020","Resale (occupied at least once)","Conventional","Individuals"
"1.9 mi","501","1713623","to be determined","CLOSD","13393 Kara's WAY","23005","Hanover","Residential","Single Family Residence","5","2,820","3.1","2017","$472,993","$472,993","0","10/11/2017","New (never occupied)","Conventional","Corporate"
"3.2 mi","501","1637276","7890-93-9960","CLOSD","9274 Wickham DR","23005","Hanover","Residential","Single Family Residence","4","2,256","3.1","2016","$473,555","$473,555","2","11/14/2017","New (never occupied)","Conventional","Corporate, Individuals"
"0.5 mi","501","1705651","7890-93-9960","CLOSD","9274 John Wickham WAY","23005","Hanover","Residential","Single Family Residence","4","2,525","3.1","2017","$474,010","$474,010","2","11/15/2017","New (never occupied)","Conventional","Corporate, Individuals"
"4.2 mi","501","2028358","7850-91-3800","CLOSD","12546 Moates DR","23005","Hanover","Residential","Single Family Residence","4","3,281","3.0","1997","$474,950","$486,500","186","05/21/2021","Resale (occupied at least once)","Conventional","Individuals"
"1.6 mi","501","2223609","7880-84-7264","CLOSD","10325 Spencer Trail PL","23005","Hanover","Residential","Single Family Residence","4","3,252","2.1","2014","$475,000","$480,000","3","09/27/2022","Resale (occupied at least once)","FHA New","Individuals"
"3.2 mi","501","2203036","7860-40-5038","CLOSD","13009 Pinewood LN","23005","Hanover","Residential","Single Family Residence","3","2,435","2.1","1994","$475,000","$485,000","8","04/28/2022","Resale (occupied at least once)","Cash","Individuals"
"1.8 mi","501","2105446","7880-87-0592","CLOSD","13525 Craigs View CT","23005","Hanover","Residential","Single Family Residence","5","3,288","5.1","2016","$475,000","$463,000","13","05/11/2021","Resale (occupied at least once)","FHA New","Individuals"
"2.0 mi","501","2027859","7779-42-5745","CLOSD","12135 Center Street RD","23005","Hanover","Residential","Single Family Residence","4","2,691","3.0","1983","$475,000","$465,000","4","10/19/2020","Resale (occupied at least once)","Cash","Estate"
"2.2 mi","501","2020684","7789-92-0305","CLOSD","10050 Cheroy Woods LN","23005","Hanover","Residential","Single Family Residence","3","3,550","2.1","1995","$475,000","$470,000","6","08/20/2020","Resale (occupied at least once)","Conventional","Individuals"
"3.1 mi","501","2010001","7769-72-1278","CLOSD","12134 Melton Place DR","23005","Hanover","Residential","Single Family Residence","4","3,168","3.1","2004","$475,000","$490,000","4","05/11/2020","Resale (occupied at least once)","FHA New","Individuals"
"3.5 mi","501","1923057","7860-22-9618","CLOSD","13152 Blanton RD","23005","Hanover","Residential","Single Family Residence","3","3,049","2.0","1986","$475,000","$470,000","11","09/20/2019","Resale (occupied at least once)","Conventional","Individuals"
"1.9 mi","501","1725408","to be determined","CLOSD","13433 Kara's WAY","23005","Hanover","Residential","Single Family Residence","5","3,640","4.0","2017","$476,296","$476,296","0","01/23/2018","New (never occupied)","Conventional","Corporate"
"1.7 mi","501","2013620","7870-79-9218","CLOSD","11233 Ashland Park DR","23005","Hanover","Residential","Single Family Residence","3","2,413","3.0","2020","$477,249","$464,231","141","11/04/2020","New (never occupied)","FHA New","Corporate"
"1.7 mi","501","1912589","7870-78-4644","CLOSD","13888 Stanley Park DR","23005","Hanover","Residential","Single Family Residence","4","2,266","3.1","2019","$477,466","$488,356","0","12/17/2019","New (never occupied)","Conventional","Corporate"
"2.3 mi","501","2125459","7870451210","CLOSD","113 Lauradell RD","23005","Hanover","Residential","Single Family Residence","3","2,233","2.1","2021","$477,500","$509,087","0","03/18/2022","New (never occupied)","Conventional","Corporate"
"1.7 mi","501","2015660","7870-78-8838","CLOSD","13895 Stanley Park DR","23005","Hanover","Residential","Single Family Residence","4","1,822","3.0","2020","$478,368","$478,378","2","03/26/2021","New (never occupied)","Conventional","Corporate"
"0.9 mi","501","2028109","7870-60-4740","CLOSD","204 Stebbins ST","23005","Hanover","Residential","Single Family Residence","3","2,500","2.1","1942","$479,000","$475,000","22","11/16/2020","Resale (occupied at least once)","VA New","Individuals"
"0.9 mi","501","1915872","7870-60-3536","CLOSD","207 Stebbins ST","23005","Hanover","Residential","Single Family Residence","4","2,600","2.1","1927","$479,000","$481,167","5","06/28/2019","Resale (occupied at least once)","Conventional","Individuals"
"1.7 mi","501","2127156","7870-45-0995","CLOSD","222 Lauradell RD","23005","Hanover","Residential","Townhouse","3","2,140","2.1","2021","$479,980","$470,000","135","03/01/2022","New (never occupied)","Conventional","Corporate"
"1.5 mi","501","2105014","7870-56-4016","CLOSD","316 Hillsway DR","23005","Hanover","Residential","Single Family Residence","4","2,535","3.0","2010","$482,250","$495,000","6","04/30/2021","Resale (occupied at least once)","FHA New Assumption","Individuals"
"1.3 mi","501","2102275","7779-47-7370","CLOSD","12009 Kenton Ridge RD","23005","Hanover","Residential","Single Family Residence","3","2,641","2.1","2021","$484,400","$560,941","0","08/26/2021","New (never occupied)","Conventional","Corporate"
"1.7 mi","501","2009853","7870-79-6247","CLOSD","11245 Ashland Park DR","23005","Hanover","Residential","Single Family Residence","3","2,507","2.1","2018","$484,950","$476,000","9","06/26/2020","Resale (occupied at least once)","Cash","Individuals"
"1.7 mi","501","1937231","7789-99-9478","CLOSD","10012 Wintercrest DR","23005","Hanover","Residential","Single Family Residence","4","2,775","3.0","2004","$484,950","$475,000","52","02/27/2020","Resale (occupied at least once)","Conventional","Individuals"
"2.3 mi","501","2111920","7870452270","CLOSD","112 Lauradell RD","23005","Hanover","Residential","Single Family Residence","4","2,918","2.1","2021","$485,000","$603,809","0","01/05/2022","New (never occupied)","VA New","Corporate"
"1.7 mi","501","2008180","7880-77-0736","CLOSD","10183 Markside WAY","23005","Hanover","Residential","Single Family Residence","4","3,490","3.1","2014","$485,000","$478,000","130","08/31/2020","Resale (occupied at least once)","VA New","Individuals"
"1.7 mi","501","2109290","7880-76-6926","CLOSD","10158 Ambys LN","23005","Hanover","Residential","Single Family Residence","5","3,185","3.1","2012","$489,000","$492,000","6","05/17/2021","Resale (occupied at least once)","VA New","Individuals"
"1.8 mi","501","1905111","TBD","CLOSD","11256 Ashland Park DR","23005","Hanover","Residential","Single Family Residence","3","2,145","2.1","2021","$489,249","$489,249","973","11/15/2021","New (never occupied)","Conventional","Corporate"
"1.6 mi","501","2012987","7870358096","CLOSD","106 Lauradell RD","23005","Hanover","Residential","Single Family Residence","3","2,677","2.1","2020","$489,500","$631,873","461","04/28/2022","New (never occupied)","Conventional","Corporate"
"2.2 mi","501","1805457","7789-93-7112","CLOSD","12172 Perrin Mill Estates LN","23005","Hanover","Residential","Single Family Residence","4","3,163","3.1","2003","$489,900","$475,000","20","05/15/2018","Resale (occupied at least once)","Conventional","Individuals"
"1.8 mi","501","2221115","7870-89-5991","CLOSD","11221 Blunts Bluff CT","23005","Hanover","Residential","Single Family Residence","4","2,832","2.1","2017","$489,950","$445,000","20","09/23/2022","Resale (occupied at least once)","Cash","Individuals"
"1.8 mi","501","2137098","7880-77-6651","CLOSD","13373 Slayden CIR","23005","Hanover","Residential","Single Family Residence","4","2,828","2.1","2015","$490,000","$502,000","9","02/07/2022","Resale (occupied at least once)","Conventional","Individuals"
"1.7 mi","501","1801007","7870-78-6648","CLOSD","13896 Stanley Park DR","23005","Hanover","Residential","Single Family Residence","4","2,413","3.1","2020","$490,399","$470,000","734","04/07/2020","New (never occupied)","FHA New","Corporate"
"1.8 mi","501","2104007","7870-79-1161","CLOSD","11269 Ashland Park DR","23005","Hanover","Residential","Single Family Residence","4","2,220","2.1","2015","$494,000","$500,000","4","03/18/2021","Resale (occupied at least once)","Conventional","Individuals"
"1.7 mi","501","2017242","7880-77-3116","CLOSD","13353 Slayden CIR","23005","Hanover","Residential","Single Family Residence","4","3,008","3.0","2014","$494,500","$492,500","5","07/22/2020","Resale (occupied at least once)","Conventional","Individuals"
"0.8 mi","501","1828566","to be determined","CLOSD","13428 Karas WAY","23005","Hanover","Residential","Single Family Residence","4","3,124","3.1","2018","$494,905","$504,181","0","12/19/2018","New (never occupied)","Conventional","Corporate"
"3.2 mi","501","1905433","7871-35-7727","CLOSD","11352 River Land Hills","23005","Hanover","Residential","Single Family Residence","4","3,524","2.1","1989","$495,000","$475,000","166","10/07/2019","Resale (occupied at least once)","Conventional","Individuals"
"3.2 mi","501","2004971","7890-83-0199","CLOSD","9375 John Wickham WAY","23005","Hanover","Residential","Single Family Residence","4","2,235","2.0","2020","$495,707","$498,640","0","10/12/2020","New (never occupied)","Conventional","Corporate, Individuals"
"1.7 mi","501","2100535","7870368040","CLOSD","225 Lauradell RD","23005","Hanover","Residential","Single Family Residence","3","2,677","2.1","2021","$495,920","$502,350","68","07/26/2021","New (never occupied)","Cash","Corporate"
"4.1 mi","501","1813276","8709-00-1056","CLOSD","9011 Clay Springs DR","23005","Hanover","Residential","Single Family Residence","6","4,508","3.2","1982","$496,000","$338,100","47","06/19/2018","Resale (occupied at least once)","Cash","REO"
"1.7 mi","501","2126135","7870-35-8975","CLOSD","223 Lauradell RD","23005","Hanover","Residential","Single Family Residence","3","2,512","2.1","2021","$497,500","$497,500","153","03/11/2022","New (never occupied)","Conventional","Corporate"
"1.8 mi","501","2126131","7870-35-6709","CLOSD","213 Thorncliff RD","23005","Hanover","Residential","Single Family Residence","3","2,233","2.1","2021","$497,500","$497,500","93","12/30/2021","New (never occupied)","Conventional","Corporate"
"3.6 mi","501","1826756","8800-04-0265","CLOSD","9279 John Wickham WAY","23005","Hanover","Residential","Single Family Residence","4","2,780","1.1","2018","$497,791","$541,656","452","08/12/2020","New (never occupied)","Conventional","Corporate, Individuals"
"0.9 mi","501","2022062","7870-62-5104","CLOSD","123 Henry Clay RD","23005","Hanover","Residential","Single Family Residence","3","2,675","2.0","1896","$498,500","$498,500","3","10/19/2020","Resale (occupied at least once)","Cash","Individuals"
"1.7 mi","501","2127136","7870-35-4796","CLOSD","106 Brookneal ALY","23005","Hanover","Residential","Single Family Residence","3","2,233","2.1","2021","$499,000","$494,612","70","12/30/2021","New (never occupied)","Conventional","Corporate"
"1.9 mi","501","2032088","7880-87-3575","CLOSD","13534 Craigs View CT","23005","Hanover","Residential","Single Family Residence","6","3,883","3.1","2016","$499,000","$490,000","26","12/22/2020","Resale (occupied at least once)","Conventional","Other"
"3.4 mi","501","2006310","7890-94-1000","CLOSD","9242 John Wickham WAY","23005","Hanover","Residential","Single Family Residence","4","2,235","2.0","2020","$499,000","$509,566","0","03/30/2021","New (never occupied)","Conventional","Corporate, Individuals"
"1.3 mi","501","2003301","7870-40-6000 + 7779-49-6849","CLOSD","200 Beverly RD","23005","Hanover","Residential","Single Family Residence","7","5,799","5.2","1953","$499,000","$480,000","165","09/02/2020","Resale (occupied at least once)","Conventional","Individuals"
"2.7 mi","501","2021755","7871-32-8406","CLOSD","Lot 3 Blunts Bridge RD","23005","Hanover","Residential","Single Family Residence","4","2,572","2.1","2020","$499,130","$668,462","135","12/17/2021","New (never occupied)","Conventional","Corporate"
"3.6 mi","501","1836931","8800-03-1322","CLOSD","9327 John Wickham WAY","23005","Hanover","Residential","Single Family Residence","4","2,664","3.0","2018","$499,500","$497,000","537","05/28/2020","New (never occupied)","Conventional","Corporate, Individuals"
"1.4 mi","1001","2129108","7870-55-0125","CLOSD","623 Chapman ST","23005","Hanover","Residential","Single Family Residence","3","2,265","2.1","2021","$499,900","$499,900","6","12/20/2021","New (never occupied)","Cash","Corporate"
"0.9 mi","1001","2116610","7870-62-7048","CLOSD","117 Henry Clay RD","23005","Hanover","Residential","Single Family Residence","4","2,412","2.1","1900","$499,900","$466,859","24","07/29/2021","Resale (occupied at least once)","Conventional","Estate"
"3.5 mi","1001","1801840","7861-83-1524","CLOSD","14183 Broddies TRL","23005","Hanover","Residential","Single Family Residence","3","2,912","2.1","1920","$499,900","$490,000","23","03/23/2018","Resale (occupied at least once)","Conventional","Individuals"
"2.8 mi","1001","1731264","7799-55-1769","CLOSD","12300 Hermon Field RD","23005","Hanover","Residential","Single Family Residence","4","3,348","2.1","1998","$499,950","$499,950","82","12/15/2017","Resale (occupied at least once)","FHA New","Individuals"
"1.7 mi","1001","2127158","7870-45-1920","CLOSD","218 Lauradell RD","23005","Hanover","Residential","Townhouse","3","2,400","2.1","2021","$499,980","$509,280","240","06/03/2022","New (never occupied)","Conventional","Corporate"
"2.5 mi","1001","1831110","7799-49-5870","CLOSD","9291 E Patrick Henry RD","23005","Hanover","Residential","Single Family Residence","5","4,366","3.1","1998","$500,000","$450,000","120","03/29/2019","Resale (occupied at least once)","Conventional","Individuals"
"1.3 mi","1001","2101797","7779-49-2110","CLOSD","12125 Mifflin PL","23005","Hanover","Residential","Single Family Residence","4","2,918","2.1","2021","$501,900","$537,588","0","09/23/2021","New (never occupied)","Conventional","Corporate"
"0.8 mi","1001","1841795","to be determined","CLOSD","13417 Kara's WAY","23005","Hanover","Residential","Single Family Residence","5","3,396","3.1","2018","$503,184","$500,684","0","03/28/2019","Resale (occupied at least once)","VA New","Corporate"
"1.6 mi","1001","2106820","7870-56-4791","CLOSD","711 Wales WAY","23005","Hanover","Residential","Single Family Residence","4","2,837","2.1","2011","$505,000","$505,000","0","04/14/2021","Resale (occupied at least once)","Cash","Individuals"
"1.3 mi","1001","2106003","7779-37-7948","CLOSD","12329 Kilbourne Hill DR","23005","Hanover","Residential","Single Family Residence","4","2,918","2.1","2021","$505,500","$533,683","0","12/07/2021","New (never occupied)","Conventional","Corporate"
"3.1 mi","1001","1927305","7890-74-0642","CLOSD","9401 Magnolia Blossom RD","23005","Hanover","Residential","Single Family Residence","4","2,492","2.0","2019","$506,048","$506,048","0","06/11/2020","New (never occupied)","Conventional","Corporate, Individuals"
"3.1 mi","1001","1740683","7890-73-5764","CLOSD","13244 Lucy Penn CIR","23005","Hanover","Residential","Single Family Residence","4","2,664","3.0","2018","$508,054","$508,054","174","09/10/2018","New (never occupied)","VA New","Corporate, Individuals"
"1.9 mi","1001","2201613","7880-97-0435","CLOSD","13512 Thomaswoods LN","23005","Hanover","Residential","Single Family Residence","5","2,832","2.1","2016","$509,000","$535,000","6","04/28/2022","Resale (occupied at least once)","Conventional","Individuals"
"1.7 mi","1001","2127141","7870-35-6247","CLOSD","113 Thorncliff RD","23005","Hanover","Residential","Single Family Residence","3","2,512","2.1","2021","$509,000","$509,000","146","03/24/2022","New (never occupied)","Conventional","Corporate"
"1.0 mi","1001","2103439","7779-68-5301","CLOSD","1008 S Center ST","23005","Hanover","Residential","Single Family Residence","4","2,972","2.1","1872","$509,000","$601,000","8","04/06/2021","Resale (occupied at least once)","Conventional","Individuals"
"3.2 mi","1001","2006810","7769-49-1897","CLOSD","13003 Pinewood LN","23005","Hanover","Residential","Single Family Residence","4","2,639","2.1","1995","$509,000","$492,000","62","06/12/2020","Resale (occupied at least once)","Conventional","Individuals"
"1.7 mi","1001","2132456","7870-46-1092","CLOSD","718 Chapman ST","23005","Hanover","Residential","Single Family Residence","3","2,053","2.1","2021","$509,980","$511,689","294","09/29/2022","New (never occupied)","Conventional","Corporate"
"3.2 mi","1001","1721749","7890-73-9202","CLOSD","9379 John Wickham WAY","23005","Hanover","Residential","Single Family Residence","4","2,934","2.1","2018","$510,240","$510,240","351","03/01/2019","New (never occupied)","Conventional","Corporate, Individuals"
"0.5 mi","1001","1706980","7890-83-7880","CLOSD","9235 John Wickham WAY","23005","Hanover","Residential","Single Family Residence","4","2,965","2.1","2017","$512,052","$512,052","0","10/26/2017","New (never occupied)","Conventional","Corporate, Individuals"
"1.7 mi","1001","2201937","7870-35-4900","CLOSD","112 Brookneal ALY","23005","Hanover","Residential","Single Family Residence","3","2,140","2.1","2022","$514,910","$524,700","124","08/25/2022","New (never occupied)","Conventional","Corporate"
"2.9 mi","1001","2107645","7890-62-5359","CLOSD","13200 Old Cedar LN","23005","Hanover","Residential","Single Family Residence","4","2,953","2.1","2015","$515,000","$515,000","7","05/28/2021","Resale (occupied at least once)","Cash","Individuals"
"1.9 mi","1001","2012426","7880-78-7292","CLOSD","13396 Karas WAY","23005","Hanover","Residential","Single Family Residence","4","3,420","3.1","2018","$515,000","$512,000","6","05/29/2020","Resale (occupied at least once)","Cash","Individuals"
"2.7 mi","1001","2101720","7871-42-4764","CLOSD","Lot 2 Blunts Bridge RD","23005","Hanover","Residential","Single Family Residence","3","2,230","2.0","2021","$516,990","$709,987","146","05/31/2022","New (never occupied)","Conventional","Corporate"
"0.5 mi","1001","1734242","7860-66-8280","CLOSD","12143 Poplar Crest CT","23005","Hanover","Residential","Single Family Residence","4","3,608","4.0","2017","$517,800","$517,800","0","10/13/2018","New (never occupied)","Other","Individuals"
"1.7 mi","1001","2126577","7870-78-8838","CLOSD","13903 Stanley Park DR","23005","Hanover","Residential","Single Family Residence","4","2,397","2.0","2020","$519,000","$509,000","5","10/08/2021","Resale (occupied at least once)","Conventional","Individuals"
"1.6 mi","1001","2127146","7870-35-9338","CLOSD","709 West Vaughan RD","23005","Hanover","Residential","Single Family Residence","3","2,225","2.1","2021","$519,500","$519,500","226","06/10/2022","New (never occupied)","Conventional","Corporate"
"2.2 mi","1001","2112407","7799-14-0511","CLOSD","12225 Royal Oak LN","23005","Hanover","Residential","Single Family Residence","5","3,025","3.0","1975","$519,950","$545,000","5","06/10/2021","Resale (occupied at least once)","Conventional","Corporate"
"1.4 mi","1001","1810239","7870-66-3128","CLOSD","305 Hillsway DR","23005","Hanover","Residential","Single Family Residence","4","2,518","3.1","2015","$519,950","$485,000","8","06/13/2018","Resale (occupied at least once)","Conventional","Individuals"
"0.5 mi","1001","1711026","7890-83-0862","CLOSD","13189 Rooney Lee DR","23005","Hanover","Residential","Single Family Residence","3","3,205","3.1","2017","$523,118","$582,251","0","11/27/2017","New (never occupied)","Conventional","Corporate, Individuals"
"3.6 mi","1001","1812033","7890-94-7148","CLOSD","9271 John Wickham WAY","23005","Hanover","Residential","Single Family Residence","4","2,619","3.1","2018","$524,547","$577,626","0","11/18/2019","New (never occupied)","Conventional","Corporate"
"1.4 mi","1001","1910851","7870-78-4815","CLOSD","13165 Luck Brothers DR","23005","Hanover","Residential","Single Family Residence","4","2,301","2.0","2019","$524,803","$530,408","0","11/15/2019","New (never occupied)","Conventional","Corporate"
"2.1 mi","1001","2109079","7880-88-8694","CLOSD","10110 Cameron Ridge DR","23005","Hanover","Residential","Single Family Residence","6","3,756","4.0","2017","$524,900","$526,000","5","07/01/2021","Resale (occupied at least once)","Conventional","Individuals"
"3.4 mi","1001","2010229","7890-92-1206","CLOSD","9109 Officer LN","23005","Hanover","Residential","Single Family Residence","4","2,615","2.1","2015","$524,900","$519,900","93","08/15/2020","Resale (occupied at least once)","Conventional","Individuals"
"1.7 mi","1001","2201945","7870-45-0345","CLOSD","705 W Vaughan RD","23005","Hanover","Residential","Single Family Residence","3","2,233","2.1","2022","$524,912","$541,721","39","07/28/2022","New (never occupied)","Conventional","Corporate"
"1.4 mi","1001","2214845","7880-74-7112","CLOSD","10628 Providence Green DR","23005","Hanover","Residential","Single Family Residence","5","3,538","3.1","2013","$524,995","$533,000","4","08/16/2022","Resale (occupied at least once)","Conventional","Individuals"
"1.5 mi","1001","2131251","7870-56-5504","CLOSD","709 Wales WAY","23005","Hanover","Residential","Single Family Residence","5","2,726","3.0","2012","$525,000","$561,000","3","11/01/2021","Resale (occupied at least once)","Cash","Individuals"
"1.8 mi","1001","2120286","7880-77-8635","CLOSD","13381 Slayden CIR","23005","Hanover","Residential","Single Family Residence","4","3,023","3.0","2014","$525,000","$525,000","3","08/17/2021","Resale (occupied at least once)","Conventional","Individuals"
"2.8 mi","1001","2028187","7799-55-1769","CLOSD","12300 Hermon Field RD","23005","Hanover","Residential","Single Family Residence","4","2,436","2.1","1998","$525,000","$535,500","0","12/04/2020","Resale (occupied at least once)","Conventional","Individuals"
"3.3 mi","1001","1918119","7769-45-6012","CLOSD","12512 Trammell CT","23005","Hanover","Residential","Single Family Residence","4","3,058","3.1","2008","$525,000","$500,000","82","09/26/2019","Resale (occupied at least once)","VA New","Individuals"
"3.3 mi","1001","1910190","7769-38-7726","CLOSD","12386 Starting Gate WAY","23005","Hanover","Residential","Single Family Residence","5","3,250","3.1","2010","$525,000","$535,000","5","06/26/2019","Resale (occupied at least once)","Conventional","Individuals"
"1.5 mi","1001","2133952","7779-38-9265","CLOSD","12328 Kilbourne Hill DR","23005","Hanover","Residential","Single Family Residence","3","2,066","2.1","2021","$525,954","$525,954","0","09/06/2022","New (never occupied)","Conventional","Corporate"
"1.4 mi","1001","2019580","7779-37-8973","CLOSD","12325 Kilbourne Hill DR","23005","Hanover","Residential","Single Family Residence","4","1,923","3.1","2020","$526,727","$548,722","43","05/25/2021","New (never occupied)","Conventional","Corporate"
"3.4 mi","1001","2009432","Hickory Hill","CLOSD","9393 Magnolia Blossom","23005","Hanover","Residential","Single Family Residence","4","2,584","2.1","2020","$527,611","$525,702","0","12/18/2020","New (never occupied)","Conventional","Corporate, Individuals"
"2.9 mi","1001","2000824","7860-66-7510","CLOSD","12150 Poplar Crest","23005","Hanover","Residential","Single Family Residence","4","2,788","3.1","2020","$528,000","$515,000","5","02/13/2020","New (never occupied)","Conventional","Corporate"
"1.4 mi","1001","2020742","7779-47-9883","CLOSD","12208 Kenton Ridge CT","23005","Hanover","Residential","Single Family Residence","4","2,532","2.1","2020","$528,641","$531,706","0","04/28/2021","New (never occupied)","Conventional","Corporate"
"0.5 mi","1001","2213055","7870-81-8710","CLOSD","209 College AVE","23005","Hanover","Residential","Single Family Residence","6","3,502","3.1","1905","$529,000","$509,000","43","08/02/2022","Resale (occupied at least once)","Conventional","Corporate"
"1.4 mi","1001","2109797","7779-48-1107","CLOSD","12104 Mifflin PL","23005","Hanover","Residential","Single Family Residence","3","2,025","2.1","2021","$529,406","$542,793","0","12/23/2021","New (never occupied)","Conventional","Corporate"
"3.2 mi","1001","1913403","Hickory Hill","CLOSD","13105 La Reine CT","23005","Hanover","Residential","Single Family Residence","4","2,826","3.0","2019","$529,500","$535,500","279","05/27/2020","New (never occupied)","VA New","Corporate, Individuals"
"3.3 mi","1001","2137324","7768-97-6904","CLOSD","11433 Cavell LN","23005","Hanover","Residential","Single Family Residence","3","2,778","3.1","2008","$529,900","$562,000","4","02/09/2022","Resale (occupied at least once)","Conventional","Individuals"
"1.7 mi","1001","2200261","7870-36-1055","CLOSD","109 Evington LN","23005","Hanover","Residential","Single Family Residence","3","2,512","2.1","2022","$529,910","$529,910","57","04/28/2022","New (never occupied)","Conventional","Corporate"
"1.7 mi","1001","2109613","7880-77-6230","CLOSD","10155 Kellys Bluff RUN","23005","Hanover","Residential","Single Family Residence","5","3,110","4.0","2015","$529,950","$529,950","4","06/02/2021","Resale (occupied at least once)","Conventional","Individuals"
"3.0 mi","1001","1918926","7890-61-8575","CLOSD","9365 Wild Honeysuckle LN","23005","Hanover","Residential","Single Family Residence","4","3,474","2.2","2011","$529,950","$510,000","92","10/24/2019","Resale (occupied at least once)","Conventional","Individuals"
"3.7 mi","1001","2027799","8800-03-5417","CLOSD","9315 John Wickham WAY","23005","Hanover","Residential","Single Family Residence","4","2,470","3.0","2021","$531,148","$558,660","2","06/18/2021","New (never occupied)","FHA New","Corporate"
"2.0 mi","1001","2217124","7880-88-4498","CLOSD","10126 Cameron Ridge DR","23005","Hanover","Residential","Single Family Residence","4","2,820","2.1","2017","$534,900","$534,900","60","09/22/2022","Resale (occupied at least once)","Conventional","Individuals"
"2.0 mi","1001","2003789","Haley Farm","CLOSD","12051 Haley Farm Road","23005","Hanover","Residential","Single Family Residence","3","2,552","2.0","2020","$535,000","$542,375","8","10/30/2020","New (never occupied)","Conventional","Corporate, Individuals"
"3.7 mi","1001","2023169","8800-03-7805","CLOSD","9303 John Wickham WAY","23005","Hanover","Residential","Single Family Residence","4","2,572","2.1","2020","$536,663","$554,308","2","04/14/2021","New (never occupied)","Conventional","Corporate"
"2.0 mi","1001","1936228","7870-15-5984","CLOSD","13161 Luck Brothers Drive RD","23005","Hanover","Residential","Single Family Residence","4","2,600","2.1","2019","$536,900","$559,838","0","07/21/2020","New (never occupied)","Conventional","Corporate"
"3.3 mi","1001","1910667","7890-74-7877","CLOSD","9382 Magnolia Blossom RD","23005","Hanover","Residential","Single Family Residence","4","2,666","3.1","2019","$537,247","$541,627","0","11/21/2019","New (never occupied)","Conventional","Corporate, Individuals"
"3.1 mi","1001","2022755","7890-74-1574","CLOSD","9397 Magnolia Blossom RD","23005","Hanover","Residential","Single Family Residence","4","2,782","3.0","2020","$537,307","$541,871","2","04/27/2021","New (never occupied)","Conventional","Corporate"
"2.6 mi","1001","1806457","7799-33-2922","CLOSD","12459 Mount Hermon RD","23005","Hanover","Residential","Single Family Residence","4","3,080","3.0","1996","$539,900","$510,000","87","09/28/2018","Resale (occupied at least once)","Conventional","Individuals"
"1.5 mi","1001","2132192","7870-67-6021","CLOSD","300 Carter Forest DR","23005","Hanover","Residential","Single Family Residence","4","2,830","3.1","2011","$540,000","$530,000","19","12/10/2021","Resale (occupied at least once)","Conventional","Individuals"
"1.4 mi","1001","2020467","7779-48-3365","CLOSD","12108 Mifflin PL","23005","Hanover","Residential","Single Family Residence","4","2,121","3.0","2020","$540,000","$563,342","34","06/10/2021","New (never occupied)","Conventional","Corporate"
"3.9 mi","1001","1603526","7861-31-5506","CLOSD","14084 Horseshoe Bridge RD","23005","Hanover","Residential","Single Family Residence","3","2,411","2.0","2011","$540,000","$525,000","665","03/16/2018","Resale (occupied at least once)","VA New","Individuals"
"4.0 mi","1001","2104739","7798-99-4701","CLOSD","9120 Stumpy RD","23005","Hanover","Residential","Single Family Residence","5","3,102","2.1","1995","$547,000","$547,000","55","06/30/2021","Resale (occupied at least once)","Conventional","Individuals"
"1.4 mi","1001","2031896","7779-47-4916","CLOSD","12308 Kilbourne Hill DR","23005","Hanover","Residential","Single Family Residence","4","2,572","2.1","2020","$547,662","$560,694","0","09/17/2021","New (never occupied)","Conventional","Corporate"
"1.7 mi","1001","1800459","7890-00-5918","CLOSD","13047 Cedon RD","23005","Hanover","Residential","Single Family Residence","5","3,864","4.1","1964","$548,000","$548,000","6","03/01/2018","Resale (occupied at least once)","Conventional","Estate"
